Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2023-1,2.01,4,22,172,72,Piscis,M,Ingeniería Mecatrónica,286,Si,No,Azul,41,M,Windows,03/14/2001,TRUE,,
2023-1,9.01,4,22,163,59,Sagitario,M,Ingenieria Civil,273,No,Si,Verde,40,M,Windows,,TRUE,,
2023-1,7.01,3,18,160,90,Acurio ,M,Ingenieria Mecanica,309,si,si,Azul,45,L,Windows,01/29/2005,TRUE,,
2023-1,14.01,2,22,153,58,Escorpio,F,Ingenieriá Industrial,298,No,No,Morado,37,M,Windows,11/15/2000,TRUE,,
2023-1,5.01,5,19,178,73,Sagitario,M,Ciencias de la Computacion,229,Si,Si,Negro,40,M,Windows,12/17/2003,TRUE,,
2022-1,13.01,3,19,173,64,Virgo,M,Ingeneriá electrónica,376,Si,Si,Verde,$42,M,Windows,10/21/2004,TRUE,,
2023-1,8.01,3,20,155,45,Géminis,F,Ingeniería Ambiental,299,Si,No,Rojo,35,S,Windows,05/27/2002,TRUE,,
2023-1,14.01,2,21,165,63,Cancer,F,Ingenieria Industrial,595,No,si,Azul,38,M,Windows,10/07/2001,TRUE,,
2023-1,7.01,2,20,163,63,Leo,F,Ingeniería Industrial ,,No,No,Morado,38,M,Windows,09/08/2002,FALSE,,
2023-1,1.01,4,21,167,75,Libra,M,Ingeniería Civil,226,Si,No,Negro,43,M,Windows,10/10/2001,TRUE,,
2023-1,1.01,5,19,162,61,Acuario,M,Ingeniería Mecatrónica,341,Si,No,Verde,41,M,Windows,02/02/2004,TRUE,,
2023-1,11.01,4,19,177,63,Leo,M,Ingeniería Mecatrónica,,Sí,Sí,Azul,42,L,Windows,07/23/2003,TRUE,,
2023-1,9.01,3,19,169,66,Piscis,M,Ingeniería Electrónica,261,Si,Si,Blanco,41,M,Windows,03/10/2004,TRUE,,
2023-1,1.01,6,22,174,74,Libra,M,Ingeniería Mecatrónica,217,Si,Si,Azul,45,S,Windows,12/10/2000,TRUE,,
2023-1,7.01,3,18,175,,Capricornio ,M,Ingenieria Mecatrónica,99,Si,No,Rojo,41,S,Windows,01/18/2005,TRUE,,
2023-1,5.01,7,20,181,81,Tauro,M,Ingeniería Mecatrónica,169,Si,Si,Dorado,43,M,Windows,04/29/2002,TRUE,,
2023-1,2.01,5,20,185,78,Virgo,M,Ciencia de la Computacion,255,SI,No,Negro,42,XL,Windows,,FALSE,,
,11,3,18,158,50,Aries,F,Bioningeniería,170, NO,SI,Negro,36,XS,Windows,03/22/2005,TRUE,,
,,4,19,180,68,,M,Ingenieria Ambiental,,Si,Si,Negro,42,L,Windows,,FALSE,,
2023-1,8.01,3,18,155,47,Sagitario,M,Ciencia de la Computacion,343,No,No,Azul,37,S,Windows,11/24/2004,TRUE,,
2023-1,3.01,4,19,164,52,Aries,M,Ciencia de la Computacion,269,Si,No,Rojo,40,M,Windows,04/19/2023,TRUE,,
2023-1,9.01,3,17,167,58,Libra,M,Ingeniería Mecatrónica,296,Sí,No,Negro,41,M,Windows,09/24/2005,TRUE,,
2023-1,1.01,6,20,159,78,Escorpio,F,Ingegiería de la Energía,250,no,no,rosa,37,M,Windows,10/29/2002,TRUE,,
2023-1,11.01,2,19,165,70,sagitario,F,Ingeniería industrial ,237,Sí,Sí,Azul,39,M,Windows,12/12/2003,TRUE,,
2021-2,1.01,4,20,174,64,Piscis,M,Ingenieria Civil,291,No,Si,Rojo,41,S,Windows,05/03/2003,TRUE,,
2023-1,2.01,3,17,164,60,Géminis,F,Ingeniería Química,239,Sí,Sí,Verde,39,S,Windows,05/25/2005,TRUE,,
2023-1,2.01,4,23,165,78,libra,M,Ingeneria de Energia,342,si,si,negro,41,M,Windows,09/24/1999,TRUE,,
2023-1,2.01,4,19,165,58,capricornio,F,Ingeneria Mecatronica,344,no,no,rosa,36,M,Windows,01/03/2004,TRUE,,
2023-1,2.01,3,18,175,81,Leo,M,Ingeniería Mecatrónica,290,Si,Si,Azul,41.5,L,Windows,08/29/2004,TRUE,,
2023-1,13.01,4,22,178,88,Virgo,M,Bioingenieria,241,no,no,mi esposa ,43,L,Windows,09/16/2000,TRUE,,
2023-1,2.01,3,20,169,60,Capricornio,M,Ingeniería Ambiental,294,Si,Si,Verde,42,M,Windows,12/26/2002,TRUE,,
2023-1,2.01,8,21,178,73,Escorpio,M,Ciencia de la Computacion,278,Si,Si,Azul,43,M,Windows,11/20/2001,TRUE,,
2023-1,2.01,3,18,183,73,Leo,M,Ciencia de la Computacion,,No,Sí,Blanco,44,L,Windows,04/08/2004,TRUE,,
2023-1,2.01,3,20,171,78,Cancer,M,Bioingeniería,342,Sí,SÍ,Verde,42,L,Windows,07/19/2002,TRUE,,
2023-1,1.01,4,22,162,65,Leo,F,Ingenieria Civil,222,No,No,Morado,37,S,Windows,09/08/2000,TRUE,,
2023-1,9.01,4,19,160,57,Acuario,F,Ingenieria Ambiental,243,No,No,Morado,39,M,Windows,01/21/2004,TRUE,,
2023-1,7.01,2,18,170,63,Piscis,M,Ingeneria Industrial,,,,,,,,,FALSE,,
2023-1,12.01,5,19,155,47,Acuario,F,Ingenieria Mecatronica,413,Si,No,Rojo,36,XS,Windows,01/28/2004,TRUE,,
2023-1,2.01,4,20,185,82,Acuario,M,Ingenieria Civil,245,Si,Si,Negro,44,L,Windows,01/25/2003,TRUE,,
2023-1,2.01,4,21,158,61,Acuario,F,Ingenieria Quimica,324,No,No,Verde,38,M,Windows,01/25/2002,TRUE,,
2023-1,2.01,4,20,169,78,Geminis,M,Ingenieria civil,321,Si,Si,Negro,40,L,Windows,07/06/2002,TRUE,,
2023-1,4.01,4,20,159,56,Aries,F,Ingeniería Civil,360,No,No,Negro,36,M,Windows,03/25/2003,TRUE,,
2023-1,2.01,2,20,165,70,Capricornio,M,Ingenieria Industrial,250,Si,Si,Blanco,40,M,Windows,07/01/2003,TRUE,,
2023-1,1.01,5,20,167,65,Viego,M,Ingenieria Civil,,No,Si,Rojo,40,,Windows,09/02/2002,TRUE,,
2023-1,2.01,4,22,164,65,Acuario,M,Ingenieria Civil,242,Si,Si,Negro,41,M,Windows,02/08/2001,TRUE,,
2023-1,3.01,4,20,162,64,Libra,M,Ingenieria Civil,232,Si,Si,Azul,40,M,Windows,10/18/2002,TRUE,,
,6.01,3,18,170,75,eskorpio,m,Ingeniería civil,,no,si,Azul,,l,Windows,,FALSE,,
2023-1,6.01,3,18,165,69,Capricornio,F,Ciencia de datos,429,NO,Si,Rosado,40,M,Windows,04/01/2005,TRUE,,
2023-1,6.01,4,18,172,65,Capricornio,M,Bioingenería,201,Si,Si,Rojo,42,M,Windows,,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,6.01,7,20,172,71,Leo,M,Ciencia de la computación,219,Si,Si,Blanco,40,M,Mac OS,03/08/2002,TRUE,,
2023-1,6.01,3,18,165,75,Virgo,M,Ingeniería Mecatrónica,,No,No,Azul,40,M,Windows,09/21/2004,FALSE,,
2023-1,13.01,5,23,164,58,Tauro,F,Bioingenieria,294,si,si,Amarillo,37,M,Windows,05/08/1999,TRUE,,
2023-1,6.01,3,17,156,68,Aries,M,Ciencia de datos,461,No,No,Verde,39,M,Windows,06/04/2005,TRUE,,
2023-1,6.01,3,17,170,60,Géminis,M,Ciencia de datos,324,Sí,Sí,Negro,39,S,Windows,,TRUE,,
2023-1,6.01,3,19,187,78,Capricornio,M,Ciencias de la Computación,196,Si,SI,Azul,44,L,Windows,12/29/2003,TRUE,,
2023-1,6.01,4,19,180,72,Acuario,M,Ingeniería Civil,300,Si,Si,Verde,44,L,Windows,07/02/2004,TRUE,,
2023-1,6.01,4,20,177,65,Sagitario,M,Ingeniería Ambiental,265,No,Sí,Blanco,42,M,Windows,01/12/2002,TRUE,,
2023-1,6.01,5,19,166,61,Leo,M,Ingeniería Civil,210,Si,Si,Amarillo,42,M,Windows,08/21/2003,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,6.01,4,19,160,60,Escorpio,F,Bioingeniería ,311,No,SI,Amarillo,38,S,Windows,10/29/2003,TRUE,,
2023-1,6.01,4,21,155,62,Piscis,F,Bioingeniería ,321,No,No,Morado,38,M,Windows,03/13/2002,TRUE,,
2023-1,6.01,4,20,163,56,Leo,M,Ciencias de la Computación,108,SI,SI,Verde,40,M,Windows,03/20/2002,TRUE,,
2023-1,6.01,4,21,163,70,Virgo,M,Ingenieria Industrial,156,SI,Nu,Azul,47,m,Mac OS,10/25/2003,TRUE,,
2023-1,4.01,3,18,173,95,Escorpio,M,Ciencias de la Computación,215,si,si,Turquesa,44,XL,Windows,,TRUE,,
2023-1,6.01,4,19,172,69,Escorpio,M,Bioingeniería,320,Sí,Sí,Gris,42,L,Windows,10/27/2003,FALSE,,
2023-1,6.01,4,21,170,65,Géminis,M,Ingeniería de la Energía,211,Sí,Sí,Morado,41,M,Windows,05/06/2001,FALSE,,
2023-1,3.01,4,19,155,50,Escorpio,F,Ingienieria Civil,277,No,No,Negro,35,S,Windows,11/14/2003,TRUE,,
2023-1,5.01,5,18,180,86,Cancer,M,Ingeniería Mecatrónica,240,Sí,Sí,Verde,42,XL,Windows,07/21/2004,TRUE,,
2023-1,4.01,5,18,170,68,Sagitario,M,Ingeniería Electrónica,220,Si,Si,Rojo,42,S,Windows,12/15/2003,TRUE,,
2020-2,2.01,6,21,176,69,Cancer,M,Ingenieria Civil,274,Si,Si,Verde,43,L,Windows,07/18/2001,TRUE,,
2023-1,6.01,4,22,168,61,Libra,M,Ingeniería Civil,212,No,Si,Azul,40,M,Windows,10/12/2000,TRUE,,
2023 - 1,4.01,4,19,163,64,Sagitario,M,Ingeniería Civil,212,No,Si,Negro,40,M,Windows,12/20/2003,TRUE,,
2023-1,4.01,4,23,170,63,Piscis,M,Ingeniería Civil,72,Si,Si,Negro,40,M,Windows,02/20/2000,TRUE,,
2023-1,4.01,3,19,180,68,Leo,M,Ciencias de la Computación,171,Si,Si,Negro,41,M,Windows,07/25/2003,TRUE,,
2023-1,2.01,4,19,174,96,Capricornio,M,Bioingeniería,227,Si,Si,Azul,44,L,Windows,12/25/2003,TRUE,,
2021-2,6.01,4,19,180,80,Leo,F,Bioingenieria,214,si,si,aAzul,43,L,Windows,07/31/2003,TRUE,,
2023-1,2.01,4,21,154,50,Escorpio,F,Ingenería Química,243,NO,NO,Morado,35,M,Windows,07/11/2001,TRUE,,
2023-1,1.01,5,20,162,45,Escorpio,F,Ingeniería Civil,278,si,si,verde,37,S,Windows,10/26/2002,TRUE,,
2023-1,11.01,5,21,183,95,tauro,m,Ingenieria Mecatronica,210,si,si,rojo,47.5,L,Windows,05/18/2001,TRUE,,
2023-1,1.01,3,17,155,55,tauro,M,Bioingieneria,282,SI,SI,Rojo,38,S,Windows,04/26/2005,TRUE,,
2023-1,2.01,6,22,173,96,Leo,M,Ingenieria Ambiental,223,si,no,Verde,45,xl,Windows,08/09/2000,TRUE,,
2023-1,11.01,4,20,180,74,Virgo,M,Ingenieria Electronica,210,No,Si,Celeste,43,L,Windows,09/20/2002,TRUE,,
2023-1,7.01,3,17,175,89,Géminis,M,Ciencias de la Computación,366,SI,Si,Azul,45,L,Dual  Boot,06/14/2005,TRUE,,
2023-1,2.01,3,17,155,41,Aries,F,Ingeniería Ambiental ,276,No,No,Celeste,36,XS,Windows,04/18/2005,TRUE,,
2023-1,1.01,4,20,169,73,Géminis,M,Ingeniería Civil,354,Sí,No,Azul,42,M,Windows,06/08/2002,TRUE,,
2023-1,1.01,4,20,165,58,Escorpio,M,Ingeneria Civil,362,No,Si,Gris,42,S,Windows,11/18/2002,TRUE,,
2023-1,2.06,3,17,186,85,Aries,M,Ingeniería Ambiental ,252,Si,Si,Morado,45,XL,Mac OS,02/04/2005,TRUE,,
2023-1,1.01,4,20,150,50,Capricornio ,F,Ingeniería civil ,350,No,No,Lila,37,S,Windows,01/14/2003,TRUE,,
2023-1,13.01,4,20,159,52,Cancer,F,Ingeniería Ambiental,322,No,No,Rosado,37,M,Windows,08/07/2002,TRUE,,
2023-1,1.01,4,20,172,70,Piscis,M,Ingeniería Civil,226,Sí,No,Azul,41,M,Windows,07/03/2003,TRUE,,
2023-1,1.01,4,20,172,85,Capricornio,M,Ingeniería Civil,354,Sí,Sí,Negro,43,L,Windows,12/24/2002,TRUE,,
2023-1,1.01,4,20,165,69,Acuario,M,Ingeniería Civil,320,Sí,Sí,Verde,40,M,Windows,02/18/2003,TRUE,,
2023-1,1.01,4,19,155,55,Acuario,F,Ingeniería Civil,284,No,No,Azul,37,M,Windows,02/13/2004,TRUE,,
2023-1,1.01,5,22,169,67,Libra,M,Ingeniería Civil,350,Sí,Sí,Negro,41,M,Windows,10/20/2000,TRUE,,
2023-1,3.01,3,23,170,71,Piscis,M,Ingeniería Mecánica,255,No,Si,Negro,40.5,M,Windows,03/05/2000,TRUE,,
2023-1,13.01,3,18,175,68,Géminis,M,Ingenieria Mecatronica,241,Si,Si,Rojo,42,M,Windows,06/21/2004,TRUE,,
2023-1,2.01,5,19,198,94,Tauro,M,Ingenieria Mecatronica,280,Si,Si,Rojo,47,L,Windows,05/15/2003,TRUE,,
2023 - 1,1.11,5,19,170,68,Tauro,M,Ingenieria Mecatronica,226,Sí,No,Azul,41,L,Windows,,TRUE,,
2023-1,13.01,3,18,161,47,Aries,F,Ingeniería Mecatrónica,252,Sí,No,Verde,38,XS,Windows,03/25/2005,TRUE,,
2023-1,5.01,5,19,171,62,Escorpio,M,Ciencias de la Computacion,104,Si,Si,Rojo,44,M,Windows,10/28/2003,TRUE,,
2023-1,9.01,4,19,163,63,Aries,F,Ciencia de la Computación,218,Sí,No,Celeste,39,M,Windows,04/10/2003,TRUE,,
2023-1,9.01,4,19,170,60,Escorpio,M,Ingeneria Ambiental,320,Si,Si,Amarillo,40,M,Windows,10/11/2003,TRUE,,
2023-1,9.01,4,19,170,59,Capricornio,M,Bioingeniería,290,si,si,Azul,42,M,Windows,06/01/2004,TRUE,,
2023-1,1.01,4,19,180,70,Escorpio,M,Ingenieria Civil ,250,Sí,Sí,Azul,43,M,Windows,03/19/2003,TRUE,,
2023-1,1.01,4,24,180,77,Sagitario,M,Ingeniería Química,275,Sí,Sí,Azul,43,L,Windows,12/01/1998,TRUE,,
2023-1,11.01,4,18,165,68,Aries,M,Ciencias de la Computacion,273,Sí,Sí,Negro,37,S,Windows,02/04/2004,TRUE,,
2023-1,13.01,3,18,159,55,Escorpio,F,Ingenieria Industrial,278,si,si,negro,36,m,Windows,,TRUE,,
2023-1,11.01,4,23,158,63,Escorpio,F,Ingenieria Civil,,No,Sí,Blanco,37,M,Windows,06/01/2000,TRUE,,
2023-1,12.01,3,20,153,56,Acuario,F,Ingeniería mecánica,150,no,si,Blanco,36,s,Windows,02/14/2003,TRUE,,
2023-1,13.01,3,18,175,75,Aries,M,Ingenieria Mecatronica,237,Sí,Sí,Verde,42.5,M,Windows,,TRUE,,
2023-1,13.01,2,19,168,60,Acuario,M,Ingenieria Industrial,298,Si,Si,Negro,42,M,Windows,,TRUE,,
2023-1,13.01,2,19,158,,Sagitario,F,Ingenieria Industrial,,No,No,Negro ,37,,Windows,07/12/2003,FALSE,,
2023-1,13.01,3,17,175,72,Tauro,F,Ingeniería Industrial,,Si,Si,Celeste,39,M,Windows,11/05/2005,TRUE,,
,,,,166,60,Aries,M,Ingeniería Mecatrónica,273,Sí,Sí,Amarillo,41,S,Windows,04/09/2005,TRUE,,
2023 - 1,5.01,4,20,171,60,Sagitario,M,Ingeniria Civil,293.4,No,SI,Azul,42,M,Windows,11/25/2001,TRUE,,
2023-1,7.01,4,19,161,60,Leo,F,Ingenieria Ambiental,278,Sí,Sí,Verde,37,M,Windows,,TRUE,,
2023-1,13.01,2,18,156,48,Libra,F,ingenieria industrial,284,no,no,Verde,36,S,Windows,09/30/2004,TRUE,,
2023-1,14.01,2,17,160,59,Virgo,F,ingeneria industrial,,no,no,Verde,37,M,Windows,09/22/2005,TRUE,,
2022-1,4.01,2,19,175,62,Acuario,M,Ingeniería Industrial,,,,,,,,,FALSE,,
2021-2,8.01,4,19,163,57,Virgo,M,Ingenería Civil,877,si,si,Verde,38,M,Windows,09/14/2003,TRUE,,
2023-1,6.01,4,19,157,70,Escorpio,F,Ingenería Civil,,Sí,No,Negro,39,M,Windows,11/17/2003,TRUE,,
2023-1,8.01,4,20,165,70,Sagitario,M,Ingenieria Civil,763,si,si,Verde,40,M,Windows,,TRUE,,
2023-1,8.01,4,18,154,54,Escorpio,F,Ingenieria Civil,,no,no,verde,38,S,Windows,12/11/2004,TRUE,,
2023-1,7.01,3,18,160,45,Escorpio,M,Ciencias de la Computacion,177,si,no,verde,39,S,Windows,01/11/2004,TRUE,,
2023-1,13.01,2,18,157,58,Escorpio,F,Ingeneria industrial,282,No,Si,Celeste,37,M,Windows,10/23/2004,TRUE,,
2021-2,9.01,4,19,157,50,Cancer,F,Ingeneria Civil,419,No,Si,Verde,37,S,Windows,07/19/2003,TRUE,,
2021-2,9.01,4,19,152,50,Géminis ,F,Ingeneria civil,377,No,Si,Negro ,36,S,Windows,06/11/2003,TRUE,,
2022-2,13.01,2,18,158,55,Acuario,F,Ingeneria Industrial,356,No,Si,Verde,37,S,Windows,,FALSE,,
2023-1,7.01,2,19,173,71,Aries,M,Ingenieria Mecanica,355,No,Si,Azul,42,M,Windows,,TRUE,,
2021-1,7,5,19,150,50,Cáncer,F,Ingenieria Ambiental,-,si,no,Azul,36,M,Windows,05/04/2003,TRUE,,
2023-1,2.01,3,18,165,61,Piscis,M,Ciencias de la Computación,198,Sí,no,Azul oscuro,39,s,Windows,03/11/2006,TRUE,,
2023-1,2.01,4,20,163,63,Acuario,F,Ingenieria ambiental,299,no,si,rojo,38,s,Windows,02/14/2003,TRUE,,
2023-1,13.05,2,20,1653,65,Capricornio,F,Ingeniería Industrial,289,no,si,lila,37,M,Windows,01/13/2003,TRUE,,
2023-1,5.01,3,19,1.53,59, capricornio,F,Ingeniería industrial,253,si,no,rosado,35,M,Windows,02/01/2004,TRUE,,
2023-1,13.01,2,18,154,58,Leo,F,Ingeniería industrial,395,no,no,Negro,37,S,Windows,08/13/2004,TRUE,,
2023-1,5.01,3,18,155,60,Piscis,F,Bioingeniería,241,no,no,Verde,37,M,Windows,03/14/2005,TRUE,,
2023-1,9.01,2,19,154,58,Leo,F,Ingeniería Civil,210,no,no,amarillo,37,s,Windows,11/08/2003,TRUE,,
2023-1,11.01,2,24,153,51,Escorpio,F,Ingeniería Industrial,240,No,Si,azul,35,S,Windows,10/27/1998,TRUE,,
2023.1,4.01,4,23,173,105,Escorpio,M,Ingenieria Quimica,530,si,no,blanco,40,xl,Windows,10/29/1999,TRUE,,
2023-1,7.01,3,18,165,75,Tauro,M,ingenieria industrial,267,si,si,verde,42,M,Windows,07/05/2004,TRUE,,
2023-1,7.01,3,19,171,89,Piscis,M,Ingenieria Mecatronica,287,si,si,negro,39,L,Windows,09/03/2004,TRUE,,
2023-1,7.01,3,17,171,62,Géminis,F,ciencia de datos,327,si,Si,Blanco,38,S,Windows,05/31/2005,TRUE,,
2023-1,7.01,3,17,171,62,Cáncer,M,Ingeniería mecánica,327,si,si,azul,42,M,Windows,07/21/2005,TRUE,,
2023-1,7.01,3,18,175,80,Libra,M,Inginieria Industrial,267,sí,no,azul,43,L,Windows,,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,7.01,3,19,150,52,Libra,F,Ingeniería Ambiental,269,no,no,Azul,36,S,Windows,09/10/2003,TRUE,,
2023-1,7.01,3,18,175,90,Libra,M,Ingenería Mecatronica,238,si,si,negro,44,M,Windows,10/10/2004,TRUE,,
2023-1,5.01,3,18,170,70,Escorpio,F,Bioingeniería,254,si,si,turquesa,36,M,Windows,10/30/2004,FALSE,,
2023-1,7.01,2,21,1.78,78,Piscis,M,Ingenieria Industrial ,,no,no,rojo,43,L,Windows,,TRUE,,
2022-2,7.01,2,,1.8,75,Piscis,M,Ingenieria Industrial ,559,no,no,,41,L,Windows,03/16/2003,TRUE,,
2022-1,7.01,3,20,1.87,83,Capricornio,M,Bioingeniería,251,si,si,Negro,47,L,Windows,01/18/2003,FALSE,,
2023-1,5.01,3,18,165,55,Piscis,M,Bioingeniería,172,Sí,No,Rojo,40,S,Windows,03/14/2005,TRUE,,
2023-1,10.01,4,22,1.57,48,cancer,F,Ingenieria electronica,590,no,si,verde,36,S,Windows,12/07/2000,TRUE,,
2023-1,9.01,3,18,176,76,Tauro,M,Ingenieria Industrial ,350,si,si,negro,41,M,Windows,06/05/2004,TRUE,,
2023-1,4.01,5,22,161,51,Sagitario,F,Ingenieria ambiental,269,si,no,lila,37,S,Windows,12/07/2000,FALSE,,
2022-1,7.01,3,18,179,103,leo,M,Ciencia de datos,321,si,si,cyan,44,XL,Windows,08/04/2004,TRUE,,
2023-1,13.01,2,19,184,100,Libra,M,Ingenieria Industrial ,208,Si,Si,Marrón café,45,XL,Windows,07/10/2003,TRUE,,
2021-2,8.01,3,19,1.65,64,Geminis,M,Ingenieria Civil,272,Si,Si,Verde,41,S,Windows,05/24/2003,TRUE,,
2023-1,2.01,3,18,197,60,Piscis,M,Ciencias de la computación ,260,Si,Si,Lila,45,XL,Windows,03/06/2005,TRUE,,
2023-1,14.03,2,19,1.65,65,Escorpio,M,Ingeniería Industrial,241,Sí,Sí,Crema,39,,Windows,05/11/2003,TRUE,,
2023-1,14.01,2,17,1.69,69,geminis ,M,Ingenieria Industrial ,320,No,Si,Negro,38,M,Windows,,TRUE,,
2023-1,14.11,2,17,1.54,52,cancer,F,Ingenieria Industrial ,156,si,si,rojo,37,S,Windows,06/25/2005,FALSE,,
2023-1,4.01,5,23,1.48,68,geminis,F,Bioingeniería,192,NO,SI,VERDE,35,M,Windows,,TRUE,,
2023-1,14.01,5,20,1.58,50,Tauro,F,Ingineria Civil,345,No,Si,Rojo,37,S,Windows,06/05/2002,TRUE,,
2023-1,14.01,2,18,1.6,50,Geminis ,F,Ingenieria Industrial,178.7,No,Si,Morado,37,M,Windows,06/11/2024,TRUE,,
2023-1,14.01,3,18,1.76,66,Piscis,M,Computer Science,236,NO,SI,Verde,44,M,Windows,02/28/2005,TRUE,,
2023-1,14.01,3,18,1.6,66,Escorpio,F,Ingenieria Industrial,240,si,no,lila,37,M,Windows,,TRUE,,
2023-1,14.01,2,20,1.5,56,Piscis,F,Ingeniería Industrial,339,No,no,Morado,37,S,Windows,03/01/2003,TRUE,,
2023 -1,14.01,4,19,1.6,57,Geminis ,F,Ingeniería Química ,331.7,Si ,Si,Morado ,38,M,Mac OS,06/14/2023,TRUE,,
2023-1,14.01,3,18,163,55,Piscis,F,Bioingeniería,253,si ,si,azul,38,M,Windows,04/03/2005,TRUE,,
2023-1,14.01,2,18,158,59,Acuario,F,Ingenieria Industrial,330,No,si,Negro,37,M,Windows,02/17/2005,TRUE,,
2023-1,4.01,4,21,1.78,80,Aries,M,Ingeniería Civil,279,No,Si,Azul,41,L,Windows,03/27/2002,TRUE,,
2023-1,14.01,4,19,1.78,70,Piscis,M,Ingeniería Civil,259,si ,SI,Verde,42,L,Windows,03/03/2004,TRUE,,
2023-1,4.01,2,18,1.6,53,Acuario,F,ingenieria industrial,264,No,SI,Celeste,36,S,Windows,12/02/2005,TRUE,,
             2023-I,14.01,3,19,1.72,69,Geminis ,M,Ciencia de la Computacion,285.1,Si,Si,Azul,42,M,Mac OS,06/16/2003,TRUE,,
2023-1,14.01,4,18,163,45,Geminis ,F,Ingenieria Quimica,455,SI,SI,Lila,38,S,Windows,01/06/2004,TRUE,,
2023-1,4.01,4,19,1.75,80,Escorpio,M,ingenieria industrial,307.4,SI,SI,Rojo,45,L,Windows,06/11/2003,FALSE,,
2023-1,4.01,2,19,"1,65",45,Virgo,M,ingenieria industrial,,si,si,negro,38,s,Windows,01/09/2004,FALSE,,
2023-1,14.01,2,18,1.63,50,Leo,F,Ingeniería Industrial,384,Sí,Sí,Lila,38,s,Windows,05/08/2005,FALSE,,
2023-1,3.01,4,20,1.65,60,Libra,M,Ingeniería Civil,,,,,,,,,FALSE,,
2021-2,8.01,4,19,1.69,68,Capricornio,M,Ingeniería Civil,334,Sí,Sí,Azul,41,M,Windows,01/11/2004,TRUE,,
2021-2,8.01,4,20,1.49,50,Escorpio,F,Ingeniería Civil,389,No,Sí,Lila,36,S,Windows,11/17/2002,TRUE,,
2021-2,8.01,4,20,1.58,60,Cáncer,F,Ingeniería Civil,267,Sí,Sí,Azul,37,S,Windows,07/11/2002,TRUE,,
2023-1,3.01,5,18,1.71,55,aries,M,Ingenieria Mecatronica,222,no,si,beach,39,S,Windows,06/04/2004,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,14.01,3,18,166,68,Virgo,F,Bioingeniería,222,Sí,Sí,Verde sage,39,M,Windows,06/09/2004,TRUE,,
2023-1,8.01,3,18,1.55,55,Libra,F,Ingenieria Mecatronica,399,Sí,Sí,verde ,37.5,M,Windows,12/10/2004,TRUE,,
2023-1,14.01,2,20,1.8,77,Capricornip,M,Ingenieria Mecanica,272.8,Si,Si,Negro,45,L,Windows,12/28/2001,TRUE,,
2023-1,14.01,3,18,1.64,56,Aries,F,Bioingeniería,187.1,Sí,Sí,Dorado,39,S,Windows,03/24/2005,TRUE,,
2023-1,14.01,2,20,"1,53",50,libra,F,Ingeniería Industrial,278,no,si,lila,37,S,Windows,09/28/2002,TRUE,,
2023-1,1.01,4,18,1.65,68,Aries,M,Ingeniería Civil,198,Sí,Sí,Azul,39,M,Windows,04/14/2004,TRUE,,
2023-1,5.01,4,28,1.63,65,No tengo,F,Ingienieria Industrial,350,No,Si,Negro,37,M,Windows,01/26/1994,TRUE,,
2023-1,14.01,2,19,1.6,60,Cancer,F,Ingenieria Industrial,282.2,No,No,Azul,37,M,Windows,,FALSE,,
2023-1,2.01,4,24,1.71,55,cancer,M,Bioingenieria,271,si,no,verde,42,S,Windows,07/18/1998,TRUE,,
2023-1,4.01,4,21,1.64,55,Piscis,M,Ciencia de la computación,285,si,si,verde,41,M,Windows,02/21/2002,TRUE,,
2023-1,13.01,4,18,1.79,84,Géminis,M,Ingeniería Civil,-,Sí,Sí,Rojo,44,L,Windows,01/06/2004,TRUE,,
2023-1,8.01,4,19,1.48,57,Tauro,F,Ingenieria Civil,282,No,No,Negro,35,S,Windows,07/05/2003,TRUE,,
2023-1,11,3,18,1.76,75,Escorpio,M,Ciencia de la computación,209,No,Sí,Negro,42,L,,11/11/2004,TRUE,,
2023-1,13.01,4,19,1.65,54,Escorpio,M,Ingeniería Civil,201,Sí,Sí,Azul,39,M,Windows,10/28/2003,TRUE,,
2023-1,1.01,4,20,160,60,Capricornio,F,Ingeniería Civil,278,No,Sï,Morado,38,M,Windows,09/01/2004,TRUE,,
2023-1,4.01,3,18,1.76,74,Tauro,M,Bioingenieria,253,Sí,Sí,Azul,42,M,Windows,01/05/2005,TRUE,,
2023-1,2.01,4,19,1.8,80,Libra,M,Ciencia de la computación,198,Si,Si,Azul,44,M,Windows,10/22/2003,TRUE,,
2023-1,14.01,3,18,1.63,70,Leo,M, Bioingenieria,192,Si,No,Verde,38,M,Windows,05/08/2004,TRUE,,
2023-1,5.01,4,21,1.73,74,Aries,M,Ingeniería Civil,264,Si,No,Azul,42,M,Windows,03/21/2002,TRUE,,
2023-1,14.01,5,20,170,85,Sagitario,M,Ingeniería Civil,266.8,Si,Sí,Azul,43,L,Windows,12/04/2002,TRUE,,
