"Bodega","Distrito","Aforo","Productos","Ventas1","Ventas2","Ventas3","Ventas4"
"labiérnago muletada","La Molina",2,37,3334.74,2953.1,3292.1,3687.22
"irruptor monetización","Villa María del Triunfo",2,22,1036.56,1341.21,1459.5,1500.76
"franqueza enquistar","La Victoria",3,68,1251.5,1582.17,1682.94,1461.78
"sordidez azocador","Jesús María",3,48,2347.94,2103.59,2252.92,2355.24
"capciosidad adivinanza","Santa Anita",13,217,4047.38,3700.19,3690.48,4113.68
"prudentemente muletilla","Puente Piedra",13,218,4686.4,5565.49,4411.21,5381.73
"contienda apretazón","Ate",4,68,4389.28,4700.95,4540.48,4893.55
"nematócero xeroftalmia","San Martin de Porres",8,128,2801.47,2750.76,2634.21,2319.86
"torcedura aortitis","San Juan de Lurigancho",6,84,1692.37,953.67,1358.4,1203.3
"sucusumucu prestigiador","San Juan de Lurigancho",9,121,1559.67,1358.99,1431.71,1199.17
"pepinazo carbunclo","Puente Piedra",4,67,1440.66,1150.23,1015.31,986.1
"aindiado nescientemente","La Molina",3,43,3086.72,2975.29,2715.58,3007.6
"ahogadizo diabetes","Chorrillos",4,63,3221.22,2985.85,3012.37,3149.45
"reiterativo zanatear","San Juan de Miraflores",13,191,1164.14,1657.06,1536.68,1961.45
"canceladura despalmadura","San Juan de Lurigancho",13,174,1941.44,1675.02,2194.93,1979.19
"soplazón colosalismo","San Juan de Lurigancho",2,32,1103.21,1288.9,1259.99,1251.66
"porgadero mejillón","Barranco",6,86,2056.88,2282.89,2428.27,2516.57
"afrancesado apuñetear","Puente Piedra",6,93,1001.84,1526.79,1288.69,1194.29
"medicatura alienígeno","San Juan de Lurigancho",2,29,977.78,1354.35,1186.16,1014.85
"vituperosamente filipinismo","Comas",13,231,925.01,1086.23,1283.71,1401.37
"sartenazo alemanesco","Puente Piedra",5,57,2091.81,1743,1970.86,2083.36
"zanatear perillán","Ate",9,130,1649.3,1630.59,1599.94,1696.42
"resuelve terronazo","San Martin de Porres",13,186,1888.25,2598.88,2349.71,1575.82
"tendencioso dilemático","Comas",10,174,2923.23,3393.81,3738.45,3121.15
"trasformar contrato","Miraflores",7,112,4827.23,5129.74,5065.71,6147.25
"enclenque constitucional","Los Olivos",2,40,5867.28,4918.41,4823.03,5135.8
"lacticinoso marizarse","San Juan de Lurigancho",13,186,2513.82,2126.56,2297.77,2299.46
"articulatorio integrismo","Chorrillos",5,56,2874.7,2864.49,2789.72,2839.72
"encabriar cesariense","Santiago de Surco",4,58,2051.84,2885.1,2470.09,2285.9
"pegajoso neurosis","Villa María del Triunfo",5,85,1259.67,1100.38,975.88,847.55
"inaugurar mundanear","Los Olivos",7,90,5078.53,5526.94,5383.89,4409.17
"permansión pecuniariamente","San Martin de Porres",4,56,1207.69,1322.28,1172.42,1243.71
"concitador parietaria","Villa María del Triunfo",2,31,1501.01,1405.76,949.49,1145.5
"sobrellave enteralgia","Los Olivos",2,36,1562.8,1643.97,1379.02,1191.68
"integrismo mordante","La Molina",7,118,3139.39,2729.13,3167.75,2948.98
"animalucho hipertiroidismo","Independencia",4,68,1219.96,1121.49,1044.63,1316.28
"hidrófobo eidetismo","La Victoria",7,103,1796.87,2565.28,2563.5,2155.96
"parvífico polvearse","San Juan de Lurigancho",13,206,2403.33,2212.46,2885.84,2914.92
"paparruchada cateador","Ate",3,52,1626.31,788.37,1610.91,1700.79
"adyacencia conquista","Ate",5,71,1342.41,1545.46,1377.76,1100.13
"neurovegetativo molinada","San Martin de Porres",2,27,1063.49,1459.38,1424.92,1322.85
"esquirol helicóptero","La Molina",5,79,3144.2,3435.25,3411.9,2785.72
"radicícola compelir","San Luis",5,71,1116.29,1733.67,2035.95,1487.09
"cinquina competitividad","San Martin de Porres",4,65,1423.55,1771.72,1892.53,1317.37
"connaturalización impoluto","San Martin de Porres",3,41,1241.52,946.66,849.86,971.99
"tetrástrofo buzamiento","San Martin de Porres",2,38,2211.44,2823.22,2251.98,2699.36
"deslizar salimiento","Ate",2,28,1619.45,1856.57,1747.39,1609.84
"complixión devisero","San Martin de Porres",2,32,1203.01,943.87,918.97,839.76
"resentirse hallulla","Comas",4,61,1997.6,2343.07,2909.65,2387.41
"illapelino destemperado","Villa María del Triunfo",13,190,1388.36,1837.54,1416.94,1614
"pedofilia mozambiqueño","Puente Piedra",3,42,5287.16,4717.1,5781.09,4889.72
"enseñador enlejiar","Puente Piedra",11,159,1634.82,1179.55,1048.85,1375.26
"semiólogo cecuciente","Comas",8,140,904.69,1212.36,911.09,1219.79
"cavernario embaimiento","San Juan de Lurigancho",4,66,1742,1756.36,2311.89,1825.21
"sobresembrar llantera","San Juan de Miraflores",8,118,5049.32,4512.96,5238.8,6040.36
"ergástulo chirriar","Rimac",7,96,1883.31,1853.42,1942.3,1703.24
"lejísimos acivilar","San Miguel",3,47,4456.72,5150.4,5212.36,5059.62
"pedicular embellecedor","Puente Piedra",13,208,1865.76,1476.57,1892.53,1628.82
"embargado ancilario","La Victoria",8,108,1991.66,2314.12,2514.87,2774.04
"foniatra embarcación","Comas",10,152,1417.56,1406.01,1611.77,1385.11
"camisola heliotelegrafía","San Borja",12,171,2493.59,2526.22,2565.71,2659.75
"xeroteca inhesión","San Borja",2,33,4560.76,4876.1,5000.62,4603.19
"correntiar espoliar","Santa Anita",6,87,2135.41,1815.63,1370.03,1869.17
"escaramucear sañosamente","Santiago de Surco",3,50,4101.13,3557.78,3726.3,3039.13
"incontrolable reparable","San Martin de Porres",2,25,1224.23,1911.02,1580.35,1784.24
"alebrestado regadera","Villa María del Triunfo",13,198,4033.92,4419.07,4143.83,5525.06
"avizorar inanidad","San Martin de Porres",5,78,897.41,776.41,1361.46,1055
"catascán emborrazar","Los Olivos",10,156,2022.73,1614.49,2049.71,1509.93
"eliminar quitamente","San Juan de Lurigancho",4,84,1712.03,1468.89,1620.37,1606.22
"censatario desairar","San Juan de Miraflores",3,53,1461.81,1385.43,1284.9,1924.24
"eminentemente corruscante","Villa María del Triunfo",10,140,1607.05,1351.64,1466.25,1467.8
"frotación guardarraya","Chorrillos",5,87,2442.74,1809.19,2020.21,1797.9
"rebrincar escotera","Villa María del Triunfo",2,33,3508.49,2801.72,3149.19,2546.2
"catalina trasmudamiento","Breña",12,180,2193.2,1532.6,1618.75,1555.25
"servilismo indisciplina","Rimac",6,89,1584.96,2242.86,1754.61,1692.27
"demacración descorchador","Chorrillos",4,71,1640.05,1264.5,1619.38,2136.16
"heladura vergonzosamente","San Martin de Porres",2,37,1670.09,1557.7,1678.96,1815.48
"hortofrutícola matamoscas","San Martin de Porres",9,136,1741.61,1623.07,1677.21,1501
"hematología disformar","El Agustino",2,28,3376.63,3679.89,3593.04,3455.49
"alfombrero coprolalia","Comas",7,101,2234.78,2597.77,2302.49,2301.83
"empodrecer marinovio","La Victoria",2,32,4081.64,4391.29,5253.01,5435
"inicuamente tacuaral","Santiago de Surco",5,73,1866.66,1940.65,2094.68,1999.66
"achojcha inurbano","Santa Anita",13,199,1908.81,1655.72,1425.27,2003.05
"entresacar enviajado","Chorrillos",13,215,4298.09,4239.29,4258.77,4699.22
"malmatón enselvado","Santa Anita",4,57,1536.65,1195.86,1480.74,1278.87
"pincullo conductivo","Santiago de Surco",12,190,4544.38,4063.9,4217.79,3955.85
"semicopado atasajar","Ate",6,85,3345.68,3254.47,2677.86,2966.56
"arbitrero damnificar","San Juan de Lurigancho",3,30,2052.77,1972.48,2246.92,2383.64
"monosilábico piromancia","Rimac",2,37,2191.22,3298.52,2439.41,2487.68
"habilitación tarquina","Jesús María",4,41,4400.93,4310.37,4306.51,4183.85
"amebiosis jipijapa","San Miguel",6,80,2052.13,1651.68,1829.04,1858.56
"marcación aquiescente","Breña",3,50,4901.26,4963.7,4364.91,4444.27
"premitir preclásico","Ate",13,202,2376.03,3341.13,3509.64,3278.55
"recubrimiento chicharrero","La Victoria",4,59,1612.94,1454.15,2010.24,1934.18
"alpargate olimpiada","San Martin de Porres",5,73,4297.68,4341.17,5043.72,5678.39
"pampeano sintagma","Ate",13,217,1739.54,1733.82,1752.46,1713.32
"aburguesarse demonolatría","Chorrillos",6,89,2131.31,2077.98,1768,2364.18
"maitinante convencionalismo","San Juan de Miraflores",13,187,1369.72,1313.77,1139.85,1298.43
"pastoralmente analístico","San Martin de Porres",7,112,4268.17,3823.6,3784.35,3253.23
"equitación quitasueño","Ate",12,170,1238.19,1471.72,1364.25,1284.35
"reportero hilarante","Santiago de Surco",3,39,4348.95,3623.42,4266.3,4352.69
"reacción derrotismo","El Agustino",7,94,3459.89,3692.85,3621.02,3866.69
"reparamiento fosilización","San Juan de Miraflores",10,166,953.39,1003.1,962.95,1249.89
"perentoriamente caudillismo","La Victoria",11,177,2181.24,2369.98,2044.16,2890.79
"infusorio biblista","Ate",4,65,5476.83,5497.75,5070.59,4581.07
"pulcritud borcellar","San Martin de Porres",12,188,1040.49,996.04,1210.83,1218.65
"dentoalveolar endorsar","Santiago de Surco",2,31,2414.99,2464.15,2328.3,1776.37
"leyendario cachirla","Ate",2,33,1363.12,1564.35,2025.6,1823.4
"cazoletero sobreabundantemente","Surquillo",5,85,2800.93,2975.15,2388.28,2992.4
"meteorismo meridano","San Juan de Lurigancho",13,221,3731.69,4013.94,3333.18,4332.51
"regimentación magnicidio","San Juan de Lurigancho",2,27,1123.56,1181.7,1143.73,1552.9
"almáciga envanecimiento","Villa María del Triunfo",3,37,4254.99,4137.24,3986.13,4997.38
"cimbanillo desmañar","San Juan de Lurigancho",7,77,1423.38,1869.08,1759.79,1332.94
"irrisoriamente reformatorio","Comas",3,43,2210.32,2167.85,1789.5,2886.04
"inmovilizar matabuey","Ate",13,172,2027.06,1573.54,1592.53,1279.42
"minifundio atracada","Ate",6,80,2434.6,2393.76,2394.1,2510.23
"bisutero clariniano","Puente Piedra",2,23,3135.69,2800.89,2543.87,2771.06
"farmaceuta desalación","Puente Piedra",10,154,3987.95,4285.71,4943.87,4675.33
"doncellez apeadero","Surquillo",9,146,2621.43,2143.47,2029.87,1947.41
"embaladura baldonar","Comas",2,30,1308.89,1214.07,1189.94,1477.2
"recoquín agujerar","San Juan de Lurigancho",3,38,3838.39,3608.98,3744.71,3376.5
"cateramba sacamuelas","Chorrillos",4,64,4331.49,3812.93,3312.15,3236.17
"ferrocianuro estrellón","San Juan de Lurigancho",3,42,3809.93,3141.25,3185.15,3383.24
"sembradera complementario","Independencia",7,87,1793.6,2111.98,2007.42,1838.42
"argentina simétrico","San Juan de Lurigancho",5,101,1228.78,690.56,1709.3,1411.03
"excursionismo vallisoletano","San Juan de Miraflores",7,106,1546.03,1272.08,1130.43,1599.9
"cumplidor estrella","El Agustino",2,31,1246.62,1174.57,1301.24,1280.33
"tempestivamente mesénquima","Villa María del Triunfo",11,155,2745.21,2455.11,2702.25,2716.83
"plumería lancetazo","Comas",4,50,2235.17,2729.02,2886.78,2554.73
"igualador luciferino","Chorrillos",10,145,2019.48,1862.06,1649.99,1907.03
"frecuente precipuo","San Juan de Lurigancho",6,85,1532.68,1725.48,1719.07,1128.61
"alfalfez internamiento","San Juan de Lurigancho",3,44,2002.04,1880.44,2177.76,1608.92
"coceador despuntado","San Miguel",5,89,2571.6,2379.48,2001.84,1625.07
"encaramiento amotinamiento","San Juan de Lurigancho",9,144,1573.39,1308.53,1935.23,1636.63
"panetería sencillamente","San Martin de Porres",6,75,2821.09,3136.75,2637.65,2112.35
"lisonjero conoideo","Ate",2,35,1253.11,864.34,1370.1,1248.13
"fabulosidad efigiado","San Luis",3,53,1979.69,1835.52,1258.41,1441.78
"malenseñar hispanoamericanismo","Santiago de Surco",5,64,1216.6,1692.21,1550.83,1817.34
"canariense sudadero","Santiago de Surco",3,58,1531.63,2002.69,2146.68,1294.61
"carretillada dormitorio","Santiago de Surco",6,80,2296.51,2232.25,1814.15,2417.2
"humildosamente despachaderas","San Juan de Lurigancho",5,76,1945.21,2658.49,2012.65,2127.43
"asimétrico trifauce","Comas",7,111,1797.82,1797.94,1874.3,1989.03
"archibribón totalmente","Ate",13,198,4095.53,4339.08,4019.16,4210.54
"geogonía calzonudo","San Juan de Lurigancho",5,92,1609.41,1150.89,1418.58,1390.35
"diplodoco tresdoblar","Breña",9,120,3153.65,3704.99,4661.76,4417.61
"morenura desestabilización","Comas",9,119,1895.96,1783.64,1879.84,2069.56
"liquidámbar evidente","El Agustino",4,54,1323.77,583.88,1100.81,1009.62
"extinguidor enlobreguecer","Surquillo",7,103,2790.86,2686.37,3163.01,2583.37
"dulciacuícola entrevistado","La Molina",2,41,5452.67,4801.66,4732.43,5825.5
"endoscopia misoneísta","Santiago de Surco",2,45,4091.94,4103.23,4323,4962.04
"enemigamente refracción","San Juan de Miraflores",3,31,2045.11,1948.23,1514.1,1904.28
"lavaplatos indoeuropeo","El Agustino",3,43,1374.34,1829.73,1885.46,1839.82
"paradera robladero","Los Olivos",2,37,1881.9,1815.58,1546.67,1309.06
"lejísimo pomponear","San Luis",5,70,1506.26,1557.99,1759.93,1586.13
"golosmear empollón","Villa María del Triunfo",2,27,2688.01,1805.34,2194.61,2184.5
"arreador moncheta","Comas",3,41,2144.68,2743.58,2210.99,2150.74
"antoniano egiptano","La Molina",6,97,4514.46,NA,5363.33,5260.54
"coguilera trasponer","San Martin de Porres",4,59,3131.49,3524.79,3132.05,2417.3
"pucherear descargador","San Martin de Porres",7,89,1576.51,2068.21,1787.58,1597.04
"chayotal geonomía","Independencia",12,179,1589.92,1463.57,1703.57,1856.97
"parental rebosadura","Santa Anita",4,74,5778.9,4941.2,5007.17,4761.43
"encapazar telefonazo","Villa María del Triunfo",4,47,4477.88,3848.74,4027.52,4156.72
"retratable aljerife","El Agustino",6,81,2007.32,1716.97,2412.42,2174
"destempladamente desengoznar","San Martin de Porres",4,57,1780.36,1352.96,1715.68,1325.99
"garrobear anotación","San Martin de Porres",8,124,5659.91,4814.32,4563.29,4203.47
"güirisero piratear","San Miguel",5,62,3278.03,3321.02,3501.73,2982.11
"picapleitos antifricción","San Juan de Lurigancho",2,25,791.94,1424.49,1404.98,1042.51
"retrotraer aritenoides","Villa María del Triunfo",3,42,3485.35,3240.08,2628.54,2877.89
"avanzadilla involucionismo","Chorrillos",2,24,1684.36,1819.93,1928.56,1704.09
"aguardillado uroscopia","San Martin de Porres",5,79,2238.95,1575.16,2276.41,2026.1
"mensajería insondable","San Juan de Lurigancho",13,192,1073.61,957.04,1112.6,1348.38
"hiperlipidemia murmuración","San Juan de Miraflores",7,94,3171.4,2824.09,2995.33,3096.27
"caudillo conejuno","San Juan de Miraflores",4,45,2148.21,1533.39,2209.46,1451.26
"osteítis maxmordón","Santiago de Surco",5,75,1950.61,2695.22,2693.38,2858.29
"contender subjuzgar","Puente Piedra",13,174,2739.64,2654.79,2279.89,2788.76
"paseante abuchear","Ate",11,164,1977.66,2339.6,3016.18,2145.93
"animalada laceración","Miraflores",8,106,2210.05,2055.77,2403.21,2177.71
"pinchazo bandolera","San Martin de Porres",4,63,3059.69,2760.95,2380.12,3408.8
"desprivanza chamagoso","Rimac",4,74,1317.13,1166.14,1075.12,1009.61
"galiparla feldespato","Santiago de Surco",9,118,1581.13,1647.8,1550.05,1870.72
"innecesario romancerista","San Miguel",12,183,2121.38,1784.77,1725.36,2080.65
"disconveniencia arriamiento","San Juan de Miraflores",3,43,4677.11,3940.17,4684.06,4354.84
"turbohélice teorizante","San Juan de Miraflores",5,78,1237.21,1571.14,1423.82,1578.76
"alfónsigo arcabuezo","San Martin de Porres",2,34,3095.45,3548.02,3442.97,4142.94
"sancochar higroscopio","San Juan de Lurigancho",3,49,2181.75,1972.85,2447.51,1650.82
"osmótico emendación","San Juan de Lurigancho",8,114,4451.41,4391.76,4560.36,4059.9
"postinudo soladura","Los Olivos",5,78,2933.96,3423.57,2956.02,3255.96
"complotar italiano","Jesús María",3,39,4606.62,5210.19,4278.38,4428.77
"bronceado corpusculista","San Martin de Porres",3,43,1914.8,2831.78,2262.72,1799.13
"deprimente percocero","San Borja",8,94,3733.79,3306.8,4036.56,3201.21
"cazaclavos maceador","Santa Anita",13,184,4933.29,5244.85,6189.37,5938.07
"edulcorar execrativo","Chorrillos",9,155,3469.05,4068.5,4115.33,3730.82
"ufanarse biosfera","Magdalena del Mar",3,43,1352.12,789.2,1199.25,1066.22
"destazar infidencia","Lince",5,65,1076.7,1399.95,1406.53,1303.9
"psicoanalista bellamente","San Martin de Porres",2,29,2129.39,1673.28,1610.59,1919.28
"seropositivo camelístico","San Juan de Lurigancho",6,101,1051.36,1463.04,1525.26,1417.24
"aféresis anterior","Ate",3,49,4695.4,5031.16,5276.54,5307.59
"jayanear despilaramiento","Santiago de Surco",2,26,3280.46,3154.85,3635.73,3223.48
"mundificación repápalo","San Martin de Porres",2,17,1299.46,1368.08,902.21,1123.21
"calefaccionar poetizar","Ate",13,200,1303.52,1492.24,1582.12,1756.22
"epactilla desconsoladamente","Puente Piedra",3,47,2165.13,1695.55,1531.57,1814.28
"acongojador septingentésimo","Comas",11,174,1942.94,1713.95,1273.75,2033.57
"sipacapense entregoteado","Villa María del Triunfo",4,64,1901.93,1582.56,1374.72,1530.04
"daguerrotipia ensambladura","Rimac",5,75,1041.79,1172.6,1000.96,1105.34
"cantoría cenáculo","Ate",2,36,3753.35,4659.75,3704.34,4878.83
"demergido timbrado","San Juan de Lurigancho",3,41,2120.52,1928.94,2306.39,2286.97
"matricial hormilla","Los Olivos",4,59,2187.39,2525.71,2273.72,2353.18
"pañolería paletería","Puente Piedra",4,60,1986.3,2316.54,1748.58,2315.81
"carlista guachafita","Santa Anita",3,44,1588.06,1864.46,1764.77,1711.71
"entretela alfombrar","San Martin de Porres",6,79,2545.81,2881.73,3768.28,3098.95
"pepitoria salguero","Santa Rosa",5,80,2203.3,2506.2,2536.92,1862.76
"aljibero decapante","Jesús María",2,35,1422.61,1205.6,1414.01,1400.59
"hospitalizar escalecer","Villa María del Triunfo",8,120,2881.95,2584.74,2516.97,2905.95
"derrumbo litúrgico","Surquillo",12,168,4436.21,5366.69,4694.05,4990.41
"riobambeño trinquetada","Independencia",12,171,1683.03,1768.63,1670.97,1601.95
"hidrólisis incomprensiblemente","Villa María del Triunfo",2,36,2636.83,2495.85,3144.14,2724.12
"disimular encubridizo","San Martin de Porres",3,43,5279.46,4483.93,5639,4524.16
"exoftalmos murguista","Miraflores",3,57,3154.22,3072.94,3180.68,3375.1
"indigestión cordialmente","San Borja",5,82,4165.72,3541.98,4973.43,4003.79
"enmarcar adlátere","Ate",7,78,3265.18,3147.03,2620.68,3461.31
"saltagatos berrocal","Santa Anita",10,157,847.96,1249.07,1129.8,1042.98
"trancelín religionario","Rimac",13,171,3118.18,3510.64,3026.71,3438.51
"contralorear papacara","La Molina",6,105,4316.16,3868.42,4629.55,3797.43
"entendederas rascatripas","San Juan de Lurigancho",3,40,3369.66,3845.23,4158.18,3663.23
"enrocarse tiahuanacota","Los Olivos",7,96,4873.53,4397.61,4704.81,4490.38
"patrulla granujiento","San Isidro",2,26,2749.06,2323.73,2665.36,2388.07
"coclesano obstrucción","Comas",13,196,2566.19,2345.86,1781.04,1740.38
"embocinado enriador","Puente Piedra",3,48,1144.07,926.12,1106.37,968.78
"copetinera atención","La Molina",5,75,4833.95,4539.12,5380.8,4851.54
"retortijar semiautomático","Ate",4,59,2410.14,3104.45,2169.37,1980.52
"falsarregla disertante","San Juan de Lurigancho",3,57,3264.01,2838.04,3169.07,3938.62
"cinéfilo convertibilidad","Los Olivos",6,93,1747.93,1834.13,1470.52,1727.16
"bacteria agotable","San Juan de Lurigancho",10,148,2176.81,2802.15,2553.4,1991.1
"expoliador funicular","La Molina",8,128,4884.82,5074.82,5310.33,4581.13
"arquivolta costarricense","San Martin de Porres",8,125,1606.12,1694.03,1639.28,1702.44
"metatarsiano metalizar","Independencia",3,48,3842.72,3835.2,3336.56,4080.36
"fregatriz flanquear","Villa María del Triunfo",13,199,3259.63,4071.41,2875.94,3689.95
"escudella frisadura","Los Olivos",7,122,2076.9,1556.11,2064.6,1274.7
"turquino fulgúreo","Villa María del Triunfo",13,191,2987.29,2073.84,2872.08,2095.47
"trasflorear pantallear","San Martin de Porres",9,135,2575.82,2221.83,2065.29,2653.27
"profesor cabanista","San Martin de Porres",13,203,1285,1043.92,1280.8,1186.91
"pian piano comarcar","Puente Piedra",4,58,3306.7,2433.85,3076.97,3011.67
"contrastar desventaja","Puente Piedra",2,27,2743.42,2043.18,2373.92,2459.11
"pilipino abigeato","Comas",2,36,5257.66,4419.84,4899.81,4567.84
"alberchigal descolar","Ate",4,55,1560.96,1799.33,1683.73,1609.54
"remondar judicialización","Comas",2,33,765,883.44,1263.38,1084.48
"generosía bayadera","Comas",7,99,1370.5,1277.59,1228.5,871.36
"conturbación terráqueo","Santa Anita",2,32,1297.63,1406.46,1227.26,1197.21
